,iyear,imonth,iday,country_txt,city,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,motive
2541,2012,6,8,India,Bandhugaon,1,Hostage Taking (Kidnapping),Private Citizens & Property,India,Maoists,Maoists left behind a handwritten poster stating that victim was killed because he was a police informer and had falsely used the Maoists name in extortion attempts.
2542,2012,6,25,India,Bandhugaon,1,Armed Assault,Private Citizens & Property,India,Maoists,Maoists left behind a letter on the body of the victim stating that he was killed because he was a police informer and involved in the liquor trade.
2543,2012,7,10,India,Balimela,1,Facility/Infrastructure Attack,Business,India,Maoists,"Maoists left behind a number of leaflets and posters at the site of the attack, which claimed that a recent alleged tribal massacre by police in the Dantewada district of the state of Chhattisgarh was the specific motive behind the incident.  The group also cited a lack of government spending on basic amenities in the tribal areas and issued a number of demands, including an end to Operation Green Hunt, the total withdrawal of central government forces, and an end to construction of the Ranchi-Vijayawada corridor, among others."
2544,2012,7,11,India,Sanaguchibhata,1,Armed Assault,Private Citizens & Property,India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind a poster after killing Sashiram Bhoi, the son of a ruling BJD leader, which accused him of ""exploiting naxals and misusing their name for his own benefit."""
2545,2012,6,5,India,Kuitopa village,1,Assassination,Violent Political Party,India,Communist Party of India - Maoist (CPI-Maoist),Maoists left behind leaflets stating that victims were suspected of being police informers.
2546,2012,4,24,India,Gaighat,1,Facility/Infrastructure Attack,Business,India,Maoists,"Maoists left behind pamphlets at the scene of the attack which claimed that the contractor building the road was a police informer and that road construction, which cuts down trees, is prohibited by the group."
2547,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2548,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2549,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2550,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2551,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2552,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2553,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2554,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2555,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2556,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2557,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2558,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2559,2012,6,9,India,Unknown,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters."
2560,2012,6,11,India,Kharprakhol,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including an increase in the price of kendu leaves and higher compensation for leaf harvesters."
2561,2012,6,11,India,Kharprakhol,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including an increase in the price of kendu leaves and higher compensation for leaf harvesters."
2562,2012,6,11,India,Kharprakhol,1,Facility/Infrastructure Attack,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including an increase in the price of kendu leaves and higher compensation for leaf harvesters."
2563,2012,7,12,India,Bodocheka,1,Facility/Infrastructure Attack,Business,India,Maoists,Maoists left behind posters at the scene of the attack on the construction camp indicating the group's opposition to the road construction work. Police sources speculated that the Maoists opposed the road construction because it would lead to easier movement of security forces.
2564,2012,7,13,India,Bodocheka,1,Facility/Infrastructure Attack,Business,India,Maoists,Maoists left behind posters at the scene of the attack on the construction camp indicating the group's opposition to the road construction work. Police sources speculated that the Maoists opposed the road construction because it would lead to easier movement of security forces.
2565,2012,7,23,India,Telibagh,1,Bombing/Explosion,Police,India,Communist Party of India - Maoist (CPI-Maoist),"Maoists left pamphlets at the scene of the attack which claimed that the attack was in response to the seizure of 40 acres of land by the government from villagers in Paparwatand for the Rs 33-crore project, a police construction project."
2566,2012,8,20,India,Makarpur,1,Armed Assault,Private Citizens & Property,India,Maoists,Maoists left pamphlets on the body of the victim claiming that he was killed because he was a police informer.
2567,2009,12,19,India,Malkangiri district,1,Facility/Infrastructure Attack,Utilities,India,Communist Party of India - Maoist (CPI-Maoist),Maoists left posters at the scene demanding power be restored to cut off villages on the Orissa-Andhra Pradesh border.
2568,2005,2,11,India,Unknown,1,Bombing/Explosion,Police,India,Unknown,Maoists were attacking a police camp.
2569,2015,1,25,Central African Republic,Kaga Bandoro,1,Hostage Taking (Kidnapping),Government (General),Central African Republic,Seleka,"Maouloud Moctar, a Seleka spokesperson, claimed responsibility for the incident and stated that the targeted officials were in Kaga Bandoro after the Seleka had warned the Central African Republic government against sending officials to the town."
2570,2016,3,31,Chile,Unknown,1,Facility/Infrastructure Attack,Business,Chile,Mapuche activists,Mapuche activists claimed responsibility for the incident and demanded the release of two imprisoned members of the Mapuche community.
2571,2016,4,11,Chile,Unknown,1,Facility/Infrastructure Attack,Business,Chile,Mapuche activists,"Mapuche activists claimed responsibility for the incident and stated in a note left at the scene ""Get out forestry companies, freedom for the Mapuche political prisoners."""
2572,2016,8,5,Chile,Unknown,1,Facility/Infrastructure Attack,Religious Figures/Institutions,Chile,Mapuche activists,Mapuche activists claimed responsibility for the incident and stated that they would not negotiate with the government.
2573,2014,10,7,Chile,Vilcun,1,Armed Assault,Business,Chile,Mapuche activists,"Mapuche activists claimed responsibility for the incident, stating that the attack was in response to the death of a Mapuche individual the previous week. The individual had been killed near the company's property during a protest."
2574,1999,7,1,United States,Redding,1,Armed Assault,Private Citizens & Property,United States,White extremists,"Mathew and Tyler Williams were both affiliated with the Christian Identity movement and shared views that Blacks, Homosexuals, and Jews were subhuman and needed to be eliminated for the survival of the White race.  Mathew Williams further claimed that he hoped that other Whites would be motivated by this incident to kill gay people."
2575,2009,2,19,Pakistan,Bajaur district,1,Bombing/Explosion,Educational Institution,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Maulvi Omar, spokesman for the TTP, claimed responsibility and threatened that their fighters would destroy all educational institutions in the Bajaur if security forces did not stop the ongoing operations against them."
2576,2003,1,20,United States,Seattle,1,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),"McIntosh was against the destruction of the earth and the harm of animals,  which he believed McDonald's was promoting through their work."
2577,2006,9,11,United States,Davenport,1,Facility/Infrastructure Attack,Business,United States,Anti-Abortion extremists,McMenemy mistakenly thought that this facility performed abortions.
2578,2007,8,1,Sri Lanka,Jaffna,1,Assassination,Journalists & Media,Sri Lanka,Unknown,"Media freedom in Sri Lanka Is being curtailed, and violently suppressed through threats, abductions, and attacks. The suspected goal is to instill a climate of fear in media workers through threats and intimidation."
2579,2012,12,1,Pakistan,Cherak,1,Hostage Taking (Kidnapping),Police,Pakistan,Baloch Liberation Army (BLA),"Meerak Baloch, spokesperson for the Baloch Liberation Army (BLA), claimed responsibility for the abduction, stating that the victims were targeted because they were government employees who helped implement anti-Baloch policies."
2580,2015,12,10,West Bank and Gaza Strip,Kfar Luban,1,Unarmed Assault,Military,Israel,Hamas (Islamic Resistance Movement),"Mehmed Abed al-Halim Abed al-Hamid Salem, a member of Hamas (Islamic Resistance Movement), claimed responsibility for the incident and stated that the attack was carried out in response to Israeli intentions for Temple Mount and military operations."
2581,2013,10,10,Pakistan,Lahore,1,Bombing/Explosion,Business,Pakistan,Baloch Liberation Tigers (BLT),"Mehran Baloch, a spokesperson for the Baloch Liberation Tigers (BLT), stated that the BLT carried out the attack to ""avenge the military operation in Balochistan."""
2582,2003,6,17,West Bank and Gaza Strip,Gush Qatif,1,Bombing/Explosion,Private Citizens & Property,Israel,Al-Aqsa Martyrs Brigade,Members Al-Aqsa Martyrs Brigades perpetrated the attack as revenge for the assassination of commander Jihad Hasanayn.
2583,1999,7,4,Indonesia,Sare,0,Armed Assault,Government (Diplomatic),East Timor,Besi Merah Putih Militia,Members of Besi Merah Putih believed that aid was being distributed unfairly.
2584,2003,11,18,United Kingdom,Belfast,1,Armed Assault,Private Citizens & Property,Northern Ireland,Loyalist Action Force,Members of the Loyalist Action Forces attacked the man in retaliation for an alleged attack against a Protestant owned bar.
2585,2005,6,16,Nigeria,Unknown,1,Hostage Taking (Kidnapping),Business,Nigeria,Unknown,Members of the Tunu Community were angry at the SPDC for not allocating jobs to their community.
2586,2008,4,20,Nigeria,Unknown,1,Bombing/Explosion,Utilities,Netherlands,Movement for the Emancipation of the Niger Delta (MEND),MEND says it is fighting to force the government to give more oil industry revenue it controls to its region.
2587,2000,1,8,Spain,Guernica,1,Armed Assault,Business,Spain,Unknown,"Messages against the Spanish Socialist Workers' Party (PSOE), the Popular Party (PP), and the Basque regional government's interior minister, Javier Balza, were sprayed on the walls."
2588,2008,6,23,Philippines,Santa Maria,1,Bombing/Explosion,Utilities,Philippines,Moro Islamic Liberation Front (MILF),MILF militants wanted to sabotage the economic activity in Kalamansig and nearby towns of Sultan Kudarat.
2589,2008,6,23,Philippines,Pag-asa,0,Bombing/Explosion,Utilities,Philippines,Moro Islamic Liberation Front (MILF),MILF militants wanted to sabotage the economic activity in Kalamansig and nearby towns of Sultan Kudarat.
2590,2003,4,7,Philippines,Sadsalan,1,Armed Assault,Private Citizens & Property,Philippines,Moro Islamic Liberation Front (MILF),MILF rebels wanted to get back at their former Comrades who did not want to return to the movement
2591,2008,8,18,Philippines,Lapayan,1,Armed Assault,Private Citizens & Property,Philippines,Moro Islamic Liberation Front (MILF),MILF spokesman Eid Kabalu stated that the attack was carried out because the rebels were frustrated after the Supreme Court blocked a preliminary agreement with the rebels calling for an expanded autonomous region.
2592,2008,8,18,Philippines,Tangcal,1,Armed Assault,Private Citizens & Property,Philippines,Moro Islamic Liberation Front (MILF),MILF spokesman Eid Kabalu stated that the attack was carried out because the rebels were frustrated after the Supreme Court blocked a preliminary agreement with the rebels calling for an expanded autonomous region.
2593,2010,3,18,Israel,Netiv Haasara,1,Bombing/Explosion,Private Citizens & Property,Thailand,Ansar Al Sunnah (Palestine),"Militant group Ansar al Sunna claimed responsibility for Thursday's attack, saying in a statement that it was retaliating for the ""Judaization of holy sites"" in Jerusalem."
2594,2008,5,15,Nepal,Gorkha,1,Unknown,Educational Institution,Nepal,Young Communist League,militants attacked the teacher in order to get him to leave the school.
2595,2007,11,11,Afghanistan,Gozarah,1,Armed Assault,Private Citizens & Property,Afghanistan,Unknown,Militants in the area are known to target individuals who support the US-backed Afghan government
2596,2007,11,9,Pakistan,Gumbat,1,Bombing/Explosion,Business,Pakistan,Unknown,Militants in the area are known to threaten CD shops for promoting anti-Islamic cultural ideas.
2597,2005,6,15,Nigeria,Warri,1,Hostage Taking (Kidnapping),Business,Germany,Ijaw extremists,Militants kidnapped the workers in order to procure social services that Royal Dutch/Shell and its sub-contractor B and B promised but failed to deliver.
2598,2008,11,29,India,Palamu district,1,Bombing/Explosion,Educational Institution,India,Communist Party of India - Maoist (CPI-Maoist),Militants left a pamphlet at the scene saying that the building was destroyed to prevent security forces from using it in the future.
2599,2004,3,6,Israel,Erez,1,Bombing/Explosion,Military,Israel,Hamas (Islamic Resistance Movement),Militants said that they were stepping up attacks to show that they were forcing Israel out of the Gaza Strip.
2600,2008,8,3,Pakistan,Bajaur district,1,Armed Assault,Private Citizens & Property,Afghanistan,Taliban,Militants shot dead Qasim Jan for allegedly being a spy for the United States led military in Afghanistan.
2601,2006,4,2,Pakistan,Dera Ismail Khan,1,Armed Assault,Religious Figures/Institutions,Pakistan,Unknown,Militants were opposed to moderate Sufism
2602,2013,5,2,Pakistan,Hakeemabad,1,Armed Assault,Private Citizens & Property,Pakistan,Zehri Youth Force (ZYF),"Mir Khan Muhammad Zehri, a spokesperson for the Zehri Youth Force, claimed responsibility for the incident and stated that a Balochistan National Party - Mengal (BNP-M) candidate was targeted because they represents the United States (US), Russia, and India, all of which are nations who are responsible for the killing of Muslims."
2603,2013,4,23,Pakistan,Sibi,1,Bombing/Explosion,Government (General),Pakistan,Baloch Liberation Army (BLA),"Mirak Baloch, spokesperson for the Baloch Liberation Army (BLA), claimed responsibility for the incident, stating that the BLA will target anyone who is facilitating the Pakistani election process."
2604,2013,7,12,Pakistan,Turbat,1,Armed Assault,Private Citizens & Property,Pakistan,Baloch Liberation Tigers (BLT),"Miran Baloch, spokesperson for the Baloch Liberation Tigers (BLT), claimed responsibility for the incident, stating that they targeted Chiragh Buledi because he ""was involved in drug selling and anti-Baloch activities including espionage of the Baloch resistance fighters in the area."""
2605,2012,3,28,Yemen,Aden,1,Hostage Taking (Kidnapping),Government (Diplomatic),Saudi Arabia,Al-Qaida in the Arabian Peninsula (AQAP),"Mishaal Mohammed Rasheed Al-Shodoukhi, a member of  Al-Qa ida in the Arabian Peninsula (AQAP), called the Saudi Embassy and demanded the release of prisoners in Saudi Arabia and payment of a ransom in return for the release of the kidnapped diplomat."
2606,2007,10,25,Nepal,Bara district,1,Armed Assault,Private Citizens & Property,Nepal,Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J),Miyan was allegedly spying on JTMM
2607,2008,6,22,Niger,Arlit,1,Hostage Taking (Kidnapping),Business,France,Movement of Niger People for Justice (MNJ),"MNJ rebels stated that they wanted ""to pass on the message to the Nigerian government that it's impossible to do anything concerning prospection and exploitation of minerals in Nigeria before problems are resolved in the north of the country."""
2608,2014,11,23,Sudan,Kabkabiya district,1,Hostage Taking (Kidnapping),Military,Sudan,Liberation and Justice Movement (LJM),"Mohamed Ahmed Yagoub, a Liberation and Justice Movement (LJM) spokesperson, claimed responsibility for the incident and stated that the attack was carried out in retaliation to actions of the Sudanese military as well as the mass rape of women in Tabit."
2609,2008,7,21,Afghanistan,,1,Armed Assault,Government (General),Afghanistan,Taliban,Mohammadyar told an Agence France Presse reporter in May that the Taliban were threatening to kill him because of his work. The specific motive for the hostage taking attack is unknown.
2610,2012,8,16,Pakistan,Babusar Top,1,Armed Assault,Private Citizens & Property,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Mohammed Afridi, a Tehriki-i-Taliban spokesperson, claimed responsibility for the attack and stated that Shiite passengers were targeted because they are enemies who conspire against Sunnis."
2611,2012,3,4,Pakistan,Dera Ismail Khan,1,Bombing/Explosion,Police,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Mohammed Mansoor, a spokesperson for Tehrik-i-Taliban Pakistan (TTP) stated that District Superintendent of Police Abdul Ghafoor was targeted because of his involvement in the Shah Hassan Khel operation."
2612,2012,3,19,France,Toulouse,1,Armed Assault,Educational Institution,France,Muslim extremists,Mohammed Merah claimed responsibility for the incident and stated that it was meant to avenge the deaths of Palestinian children and retaliate against the French army's involvement in Afghanistan.
2613,2012,3,15,France,Montauban,1,Armed Assault,Military,France,Muslim extremists,"Mohammed Merah, when claiming responsibility for the shooting and killing of three French soldiers in Montauban, stated that he acted in order to ""avenge Palestinian children."""
2614,2006,3,3,United States,Chapel Hill,1,Unarmed Assault,Private Citizens & Property,United States,Muslim extremists,"Mohammed Reza Taheri-azar wanted to hurt people in order to ""avenge the deaths of Muslims around the world."""
2615,2009,1,22,Niger,Bani Bangou,1,Hostage Taking (Kidnapping),Tourists,Switzerland,Al-Qaida in the Islamic Maghreb (AQIM),"Money and to have members, such as Abu Qatada al-Filistine, released from prison"
2616,1977,3,7,United States,Warrensville Heights,1,Hostage Taking (Kidnapping),Police,United States,African-American extremists,"Moore disliked white people and wanted them to evacuate the earth; additionally, he demanded that President Carter apologize to black Americans for the injustices against blacks since 1619."
2617,2010,7,4,Algeria,Ziama Mansouria,1,Bombing/Explosion,Police,Algeria,Unknown,"Motive for this attack is unknown, however, there are similar attacks that had recently taken place in the same area."
2618,2010,10,28,Algeria,Zekri,1,Bombing/Explosion,Military,Algeria,Islamist extremists,"Motive is unknown, however a number of attacks have occurred in this area and it is known as the headquarters for AQIM."
2619,1973,3,12,United States,Rio Piedras,1,Bombing/Explosion,Educational Institution,Puerto Rico,Unknown,"Motive is unknown; however, the campus had been involved in ongoing disputes between university administration and student advocates for Puerto Rico's independence from the U.S."
2620,2010,4,10,Algeria,Souk El Thenine,0,Bombing/Explosion,Unknown,Algeria,Unknown,"Motive unknown.  However, terrorist activity is common in this area"
2621,2010,4,20,Algeria,Tigzirt,1,Bombing/Explosion,Police,Algeria,Unknown,"Motive unknown.  However, terrorist activity is common in this area"
2622,2014,7,7,India,West Singhbhum district,1,Hostage Taking (Kidnapping),Private Citizens & Property,India,Communist Party of India - Maoist (CPI-Maoist),"Motra Chaki, a suspected Maoist who was arrested during the incident, stated that he kidnapped the 11 girls to incoporate them into the group. He also said that they are taught to cook and care for the male group members."
2623,2012,11,20,Mali,Diema,1,Hostage Taking (Kidnapping),Private Citizens & Property,France,Movement for Oneness and Jihad in West Africa (MUJAO),"Movement for Oneness and Jihad in West Africa (MUJAO) stated that the French government was guilty of leading military action against the Muslim people; however, their explicit demands are not known."
2624,2000,9,14,Qatar,Doha,1,Hijacking,Airports & Aircraft,Qatar,Iraqi extremists,Mr. Juhayyid's motive was to reach Saudi Arabia where he believed he could obtain asylum from the UN.  He insisted on not going to Amman for he feared the Jordanian authorities would return him to Iraq.
2625,2007,7,11,Philippines,Tipo-Tipo,1,Armed Assault,Military,Philippines,Moro Islamic Liberation Front (MILF),"Mr. Majid also said the violence could have been avoided had the government troops, who had entered the area in search of a kidnapped Roman Catholic priest from Italy, consulted with his group."
2626,2015,11,10,West Bank and Gaza Strip,Jerusalem,1,Armed Assault,Private Citizens & Property,Israel,Palestinian Extremists,"Muawiya Alqam, a Palestinian extremist, claimed responsibility for the incident and stated that the attack was carried out in retaliation for Israeli security forces killing his relative."
2627,2012,3,2,Pakistan,Tirah district,1,Bombing/Explosion,Terrorists/Non-State Militia,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Muhammad Khan, a spokesperson for Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack on Lashkar-e-Islam (LI), stating that it was aimed at avenging the killing of 11 TTP members by LI members."
2628,2013,10,16,Pakistan,Kulachi,1,Assassination,Government (General),Pakistan,Mujahideen Ansar,"Mujahideen Ansar claimed responsibility for the attack, stating that it was retaliation for the death of Mujahideen Ansar members during a jail break in July."
2629,2014,9,14,Pakistan,Spin Wam,1,Bombing/Explosion,Military,Pakistan,Mujahideen Ansar,Mujahideen Ansar claimed responsibility for the incident and stated that the attack was carried out in retaliation to recent military operations in North Waziristan.
2630,2014,9,15,Pakistan,Thall,1,Bombing/Explosion,Police,Pakistan,Mujahideen Ansar,Mujahideen Ansar claimed responsibility for the incident and stated that the attack was carried out in retaliation to recent military operations in North Waziristan.
2631,2014,11,11,Pakistan,Bannu district,1,Bombing/Explosion,Military,Pakistan,Mujahideen Ansar,Mujahideen Ansar claimed responsibility for the incident and stated that the attack was carried out in retaliation to recent military operations.
2632,2014,6,24,Pakistan,Spin Wam,1,Bombing/Explosion,Military,Pakistan,Mujahideen Ansar,Mujahideen Ansar claimed responsibility for the incident and stated that the attack was the beginning of a counteroffensive against the Pakistani military.
2633,2011,12,15,Thailand,Unknown,1,Assassination,Government (General),Thailand,Unknown,Muktar Keela was mostly likely targeted because of his political activity.
2634,2012,8,1,Pakistan,Lahore,1,Bombing/Explosion,Private Citizens & Property,Pakistan,United Baloch Army (UBA),"Murid Baloch, a spokesperson for the United Baloch Army (UBA), claimed responsibility for the attack and stated that it was in response to aggressive actions by security forces against the civilian Baloch population."
2635,2012,8,1,Pakistan,Lahore,1,Bombing/Explosion,Private Citizens & Property,Pakistan,United Baloch Army (UBA),"Murid Baloch, a spokesperson for the United Baloch Army (UBA), claimed responsibility for the attack and stated that it was in response to aggressive actions by security forces against the civilian Baloch population."
2636,2014,10,30,Pakistan,Quetta,1,Bombing/Explosion,Military,Pakistan,United Baloch Army (UBA),"Murid Baloch, a spokesperson of the United Baloch Army (UBA), claimed responsibility for the incident, stating that the attack was in retaliation to the deaths of three Baloch individuals whose bodies had recently been found."
2637,2015,1,16,Pakistan,Channi Goth Chakkar,1,Bombing/Explosion,Private Citizens & Property,Pakistan,United Baloch Army (UBA),"Murid Baloch, a United Baloch Army (UBA) spokesperson, claimed responsibility for the incident and stated that the attack was carried out in retaliation for Pakistani military operations."
2638,2013,2,10,Pakistan,Quetta,1,Bombing/Explosion,Police,Pakistan,United Baloch Army (UBA),"Murid Baloch, spokesperson for the United Baloch Army (UBA), claimed responsibility for the incident, stating the UBA was avenging recent operations in Awaran, Mashkay, and Mastung areas."
2639,2013,2,10,Pakistan,Quetta,1,Bombing/Explosion,Religious Figures/Institutions,Pakistan,United Baloch Army (UBA),"Murid Baloch, spokesperson for the United Baloch Army (UBA), claimed responsibility for the incident, stating the UBA was avenging recent operations in Awaran, Mashkay, and Mastung areas."
2640,2013,2,10,Pakistan,Quetta,1,Bombing/Explosion,Private Citizens & Property,Pakistan,United Baloch Army (UBA),"Murid Baloch, spokesperson for the United Baloch Army (UBA), claimed responsibility for the incident, stating the UBA was avenging recent operations in Awaran, Mashkay, and Mastung areas."
2641,2001,8,29,Somalia,Mogadishu,0,Assassination,Government (General),Somalia,Musa Sudi Yalahow Militia,Musa Sudi Yalahow was a member of a group of Somali warlords opposed to the Transitional National Government set up in Mogadishu last year.
2642,2014,5,29,Indonesia,Sleman district,1,Armed Assault,Private Citizens & Property,Indonesia,Muslim extremists,"Muslim extremists claimed responsibility for the attack and stated the building lacked the necessary building permits.  Other sources speculated that the victims, who were Christian, may have been targeted as part of a larger trend of sectarian violence between Indonesia's majority Muslim and minority Christian communities."
2643,2014,5,29,Indonesia,Sleman district,1,Facility/Infrastructure Attack,Private Citizens & Property,Indonesia,Muslim extremists,"Muslim extremists claimed responsibility for the attack and stated the building lacked the necessary building permits.  Other sources speculated that the victims, who were Christian, may have been targeted as part of a larger trend of sectarian violence between Indonesia's majority Muslim and minority Christian communities."
2644,2014,12,13,Libya,Sidra,1,Unknown,Utilities,Libya,Muslim extremists,Muslim extremists claimed responsibility for the incident and stated that the attack was carried out in order to take control of the area.
2645,2015,5,17,Libya,Tripoli,1,Hostage Taking (Kidnapping),Private Citizens & Property,Tunisia,Muslim extremists,Muslim extremists claimed responsibility for the incident and stated that the attack was carried out in order to urge Tunisian authorities to release Libyan leaders being held in Tunisia.
2646,2014,7,9,Russia,Kizilyurt,1,Assassination,Police,Russia,Muslim extremists,Muslim extremists claimed responsibility for the incident and stated that the victim was targeted because he persecuted Muslims during his service in the police force.
2647,2014,3,21,Egypt,Sheikh Zuweid,1,Hostage Taking (Kidnapping),Private Citizens & Property,Egypt,Muslim extremists,Muslim extremists claimed responsibility for the incident and stated that the victim was targeted for his alleged role as a military informant.
2648,2014,3,24,Egypt,Sheikh Zuweid,1,Armed Assault,Private Citizens & Property,Egypt,Muslim extremists,Muslim extremists claimed responsibility for the incident and stated that the victim was targeted for his alleged role as a military informant.
2649,2015,10,15,Libya,Tripoli,1,Hostage Taking (Kidnapping),Business,Libya,Muslim extremists,Muslim extremists claimed responsibility for the incident and threatened Faraj Alajeeli not to engage in human rights rhetoric.
2650,2016,9,15,Yemen,Unknown,1,Hostage Taking (Kidnapping),Private Citizens & Property,Australia,Muslim extremists,Muslim extremists claimed responsibility for the incident in a video and demanded a ransom in exchange for Craig Bruce McAllister.
2651,2007,12,15,Somalia,Baidoa,1,Bombing/Explosion,Military,Somalia,Unknown,Muslim insurgents had been waging a guerilla war against Somali government troops and Ethiopian soldiers deployed in the African Horn region.
2652,2007,4,4,India,Guwahati,1,Bombing/Explosion,Private Citizens & Property,India,United Liberation Front of Assam (ULFA),Muslim Separatist Movement
2653,2007,4,4,Philippines,Puerto Princesa,1,Assassination,Government (General),Philippines,Unknown,Muslim Separatist Movement
2654,2015,12,17,Libya,Benghazi,1,Hostage Taking (Kidnapping),Private Citizens & Property,Lebanon,Mutassim Billah Gaddafi Battalion,"Mutassim Billah Gaddafi Battalion claimed responsibility for the incident and stated that the victims were abducted in order to exchange them for Hannibal Gaddafi, Moammar Gadhafi's son."
2655,2013,5,20,Pakistan,Karachi,1,Bombing/Explosion,Private Citizens & Property,Pakistan,Unknown,N
2656,2013,5,20,Afghanistan,Puli Khumri,1,Assassination,Government (General),Afghanistan,Taliban,N
2657,2013,5,20,Ireland,Dublin,0,Bombing/Explosion,Private Citizens & Property,Ireland,Unknown,N
2658,2013,5,20,India,Pallel,1,Bombing/Explosion,Police,India,Unknown,N
2659,2014,10,24,India,Itakhola,1,Bombing/Explosion,Private Citizens & Property,India,National Democratic Front of Bodoland (NDFB),"N.E. Esara, a spokesperson for the National Democratic Front of Bodoland (NDFB), claimed responsibility for the incident, stating that the attack was carried out in retaliation to the harassment and arrests of Boro civilians."
2660,2006,2,22,Iraq,Samarra,1,Bombing/Explosion,Religious Figures/Institutions,Iraq,Al-Qaida in Iraq,National security adviser Mouwafak al-Rubaie said that the attack was staged to ignite sectarian strife among the Iraqi people.
2661,2005,3,2,Pakistan,Naushki,1,Bombing/Explosion,Transportation,Pakistan,Baloch Nationalists,Nationalist tribesmen are demanding jobs and more royalties for the natural resources extracted from their region.
2662,1999,12,9,Russia,Grozny,0,Unarmed Assault,Military,Russia,Unknown,Nationalist/seperatist movement.
2663,1999,12,29,Russia,Grozny,0,Unarmed Assault,Military,Russia,Unknown,Nationalist/seperatist movement.
2664,2002,2,25,United Kingdom,London,0,Unarmed Assault,Government (General),Great Britain,Scottish National Liberation Army,Nationalist/seperatist movement.
2665,2002,3,1,United Kingdom,London,0,Unarmed Assault,Government (General),Great Britain,Scottish National Liberation Army,Nationalist/seperatist movement.
2666,2016,11,14,Germany,Magdeburg,1,Facility/Infrastructure Attack,Business,Syria,Neo-Nazi extremists,"Neo-Nazi extremists claimed responsibility for the incident and spray-painted ""Out"" on the wall of the business."
